binomial,clade1,clade2,clade4,clade7,clade8,clade9,clade
Peromyscus melanotis,0,0,1,0,0,0,4
Peromyscus melanurus,0,0,1,0,0,0,4
Peromyscus merriami,0,0,1,0,0,0,4
Peromyscus mexicanus,0,0,1,0,0,0,4
Peromyscus nasutus,0,0,1,0,0,0,4
Peromyscus ochraventer,0,0,1,0,0,0,4
Peromyscus pectoralis,0,0,1,0,0,0,4
Peromyscus perfulvus,0,0,1,0,0,0,4
Peromyscus polionotus,0,0,1,0,0,0,4
Peromyscus polius,0,0,1,0,0,0,4
Peromyscus pseudocrinitus,0,0,1,0,0,0,4
Peromyscus sagax,0,0,1,0,0,0,4
Peromyscus schmidlyi,0,0,1,0,0,0,4
Peromyscus sejugis,0,0,1,0,0,0,4
Peromyscus simulus,0,0,1,0,0,0,4
Peromyscus slevini,0,0,1,0,0,0,4
Peromyscus spicilegus,0,0,1,0,0,0,4
Peromyscus stephani,0,0,1,0,0,0,4
Peromyscus stirtoni,0,0,1,0,0,0,4
Peromyscus truei,0,0,1,0,0,0,4
Peromyscus winkelmanni,0,0,1,0,0,0,4
Peromyscus yucatanicus,0,0,1,0,0,0,4
Peromyscus zarhynchus,0,0,1,0,0,0,4
Peropteryx kappleri,0,0,0,0,0,1,9
Peropteryx leucoptera,0,0,0,0,0,1,9
Peropteryx macrotis,0,0,0,0,0,1,9
Peropteryx trinitatis,0,0,0,0,0,1,9
Peroryctes broadbenti,1,0,0,0,0,0,1
Peroryctes raffrayana,1,0,0,0,0,0,1
Petaurillus emiliae,0,0,1,0,0,0,4
Petaurillus hosei,0,0,1,0,0,0,4
Petaurillus kinlochii,0,0,1,0,0,0,4
Petaurista alborufus,0,0,1,0,0,0,4
Petaurista elegans,0,0,1,0,0,0,4
Petaurista leucogenys,0,0,1,0,0,0,4
Petaurista magnificus,0,0,1,0,0,0,4
Petaurista nobilis,0,0,1,0,0,0,4
Petaurista petaurista,0,0,1,0,0,0,4
Petaurista philippensis,0,0,1,0,0,0,4
Petaurista xanthotis,0,0,1,0,0,0,4
Petaurus abidi,1,0,0,0,0,0,1
Petaurus biacensis,1,0,0,0,0,0,1
Petaurus breviceps,1,0,0,0,0,0,1
Petaurus gracilis,1,0,0,0,0,0,1
Petaurus norfolcensis,1,0,0,0,0,0,1
Petinomys crinitus,0,0,1,0,0,0,4
Petinomys fuscocapillus,0,0,1,0,0,0,4
Petinomys genibarbis,0,0,1,0,0,0,4
Petinomys hageni,0,0,1,0,0,0,4
Petinomys lugens,0,0,1,0,0,0,4
Petinomys mindanensis,0,0,1,0,0,0,4
Petinomys setosus,0,0,1,0,0,0,4
Petinomys vordermanni,0,0,1,0,0,0,4
Petrodromus tetradactylus,0,1,0,0,0,0,2
Petrogale assimilis,1,0,0,0,0,0,1
Petrogale brachyotis,1,0,0,0,0,0,1
Petrogale burbidgei,1,0,0,0,0,0,1
Petrogale coenensis,1,0,0,0,0,0,1
Petrogale herberti,1,0,0,0,0,0,1
Petrogale inornata,1,0,0,0,0,0,1
Petrogale persephone,1,0,0,0,0,0,1
Petrogale rothschildi,1,0,0,0,0,0,1
Petrogale xanthopus,1,0,0,0,0,0,1
Petromus typicus,0,0,1,0,0,0,4
Petromyscus barbouri,0,0,1,0,0,0,4
Petromyscus collinus,0,0,1,0,0,0,4
Petromyscus monticularis,0,0,1,0,0,0,4
Petromyscus shortridgei,0,0,1,0,0,0,4
Petropseudes dahli,1,0,0,0,0,0,1
Phacochoerus aethiopicus,0,0,0,0,0,1,9
Phacochoerus africanus,0,0,0,0,0,1,9
Phaenomys ferrugineus,0,0,1,0,0,0,4
Phaiomys leucurus,0,0,1,0,0,0,4
Phalanger alexandrae,1,0,0,0,0,0,1
Phalanger carmelitae,1,0,0,0,0,0,1
Phalanger gymnotis,1,0,0,0,0,0,1
Phalanger intercastellanus,1,0,0,0,0,0,1
Phalanger lullulae,1,0,0,0,0,0,1
Phalanger matabiru,1,0,0,0,0,0,1
Phalanger mimicus,1,0,0,0,0,0,1
Phalanger orientalis,1,0,0,0,0,0,1
Phalanger ornatus,1,0,0,0,0,0,1
Phalanger rothschildi,1,0,0,0,0,0,1
Phalanger sericeus,1,0,0,0,0,0,1
Phalanger vestitus,1,0,0,0,0,0,1
Phaner electromontis,0,0,0,1,0,0,7
Phaner furcifer,0,0,0,1,0,0,7
Phaner pallescens,0,0,0,1,0,0,7
Phaner parienti,0,0,0,1,0,0,7
Pharotis imogene,0,0,0,0,0,1,9
Phascogale calura,1,0,0,0,0,0,1
Phascogale pirata,1,0,0,0,0,0,1
Phascolosorex doriae,1,0,0,0,0,0,1
Phascolosorex dorsalis,1,0,0,0,0,0,1
Phataginus tricuspis,0,0,0,0,0,1,9
Phenacomys intermedius,0,0,1,0,0,0,4
Phenacomys ungava,0,0,1,0,0,0,4
Philander andersoni,1,0,0,0,0,0,1
Philander deltae,1,0,0,0,0,0,1
Philander frenatus,1,0,0,0,0,0,1
Philander mcilhennyi,1,0,0,0,0,0,1
Philander mondolfii,1,0,0,0,0,0,1
Philander olrogi,0,0,0,0,0,0,0
Philander opossum,1,0,0,0,0,0,1
Philetor brachypterus,0,0,0,0,0,1,9
Phloeomys cumingi,0,0,1,0,0,0,4
Phloeomys pallidus,0,0,1,0,0,0,4
Phodopus campbelli,0,0,1,0,0,0,4
Phodopus roborovskii,0,0,1,0,0,0,4
Phodopus sungorus,0,0,1,0,0,0,4
Phoniscus atrox,0,0,0,0,0,1,9
Phoniscus jagorii,0,0,0,0,0,1,9
Phoniscus papuensis,0,0,0,0,0,1,9
Phylloderma stenops,0,0,0,0,0,1,9
Phyllomys blainvillii,0,0,1,0,0,0,4
Phyllomys brasiliensis,0,0,1,0,0,0,4
Phyllomys dasythrix,0,0,1,0,0,0,4
Phyllomys kerri,0,0,1,0,0,0,4
Phyllomys lamarum,0,0,1,0,0,0,4
Phyllomys lundi,0,0,1,0,0,0,4
Phyllomys mantiqueirensis,0,0,1,0,0,0,4
Phyllomys medius,0,0,1,0,0,0,4
Phyllomys nigrispinus,0,0,1,0,0,0,4
Phyllomys pattoni,0,0,1,0,0,0,4
Phyllomys thomasi,0,0,1,0,0,0,4
Phyllomys unicolor,0,0,1,0,0,0,4
Phyllonycteris poeyi,0,0,0,0,0,1,9
Phyllops falcatus,0,0,0,0,0,1,9
Phyllostomus discolor,0,0,0,0,0,1,9
Phyllostomus elongatus,0,0,0,0,0,1,9
Phyllostomus hastatus,0,0,0,0,0,1,9
Phyllostomus latifolius,0,0,0,0,0,1,9
Phyllotis amicus,0,0,1,0,0,0,4
Phyllotis andium,0,0,1,0,0,0,4
Phyllotis anitae,0,0,1,0,0,0,4
Phyllotis bonariensis,0,0,1,0,0,0,4
Phyllotis caprinus,0,0,1,0,0,0,4
Phyllotis darwini,0,0,1,0,0,0,4
Phyllotis definitus,0,0,1,0,0,0,4
Phyllotis haggardi,0,0,1,0,0,0,4
Phyllotis limatus,0,0,1,0,0,0,4
Phyllotis magister,0,0,1,0,0,0,4
Phyllotis osgoodi,0,0,1,0,0,0,4
Phyllotis osilae,0,0,1,0,0,0,4
Phyllotis wolffsohni,0,0,1,0,0,0,4
Phyllotis xanthopygus,0,0,1,0,0,0,4
Pipistrellus abramus,0,0,0,0,0,1,9
Pipistrellus adamsi,0,0,0,0,0,1,9
Pipistrellus aero,0,0,0,0,0,1,9
Pipistrellus alaschanicus,0,0,0,0,0,1,9
Pipistrellus anchietae,0,0,0,0,0,1,9
Pipistrellus angulatus,0,0,0,0,0,1,9
Pipistrellus arabicus,0,0,0,0,0,1,9
Pipistrellus ariel,0,0,0,0,0,1,9
Pipistrellus cadornae,0,0,0,0,0,1,9
Pipistrellus ceylonicus,0,0,0,0,0,1,9
Pipistrellus collinus,0,0,0,0,0,1,9
Pipistrellus coromandra,0,0,0,0,0,1,9
Pipistrellus crassulus,0,0,0,0,0,1,9
Pipistrellus eisentrauti,0,0,0,0,0,1,9
Pipistrellus endoi,0,0,0,0,0,1,9
Pipistrellus hanaki,0,0,0,0,0,1,9
Pipistrellus hesperidus,0,0,0,0,0,1,9
Pipistrellus hesperus,0,0,0,0,0,1,9
Pipistrellus imbricatus,0,0,0,0,0,1,9
Pipistrellus inexspectatus,0,0,0,0,0,1,9
Pipistrellus javanicus,0,0,0,0,0,1,9
Pipistrellus kuhlii,0,0,0,0,0,1,9
Pipistrellus minahassae,0,0,0,0,0,1,9
Pipistrellus musciculus,0,0,0,0,0,1,9
Pipistrellus nanulus,0,0,0,0,0,1,9
Pipistrellus nathusii,0,0,0,0,0,1,9
Pipistrellus papuanus,0,0,0,0,0,1,9
Pipistrellus paterculus,0,0,0,0,0,1,9
Pipistrellus permixtus,0,0,0,0,0,1,9
Pipistrellus pipistrellus,0,0,0,0,0,1,9
Pipistrellus pulveratus,0,0,0,0,0,1,9
Pipistrellus pygmaeus,0,0,0,0,0,1,9
Pipistrellus raceyi,0,0,0,0,0,1,9
Pipistrellus rueppellii,0,0,0,0,0,1,9
Pipistrellus rusticus,0,0,0,0,0,1,9
Pipistrellus stenopterus,0,0,0,0,0,1,9
Pipistrellus subflavus,0,0,0,0,0,1,9
Pipistrellus tenuis,0,0,0,0,0,1,9
Pipistrellus wattsi,0,0,0,0,0,1,9
Pipistrellus westralis,0,0,0,0,0,1,9
Pithecheir melanurus,0,0,1,0,0,0,4
Pithecheir parvus,0,0,1,0,0,0,4
Pithecheirops otion,0,0,1,0,0,0,4
Pithecia aequatorialis,0,0,0,1,0,0,7
Pithecia albicans,0,0,0,1,0,0,7
Pithecia pithecia,0,0,0,1,0,0,7
Plagiodontia aedium,0,0,1,0,0,0,4
Planigale gilesi,1,0,0,0,0,0,1
Planigale ingrami,1,0,0,0,0,0,1
Planigale maculata,1,0,0,0,0,0,1
Planigale novaeguineae,1,0,0,0,0,0,1
Planigale tenuirostris,1,0,0,0,0,0,1
Platacanthomys lasiurus,0,0,1,0,0,0,4
Platalina genovensium,0,0,0,0,0,1,9
Platymops setiger,0,0,0,0,0,1,9
Platyrrhinus albericoi,0,0,0,0,0,1,9
Platyrrhinus aurarius,0,0,0,0,0,1,9
Platyrrhinus brachycephalus,0,0,0,0,0,1,9
Platyrrhinus chocoensis,0,0,0,0,0,1,9
Platyrrhinus dorsalis,0,0,0,0,0,1,9
Platyrrhinus helleri,0,0,0,0,0,1,9
Platyrrhinus infuscus,0,0,0,0,0,1,9
Platyrrhinus ismaeli,0,0,0,0,0,1,9
Platyrrhinus lineatus,0,0,0,0,0,1,9
Platyrrhinus masu,0,0,0,0,0,1,9
Platyrrhinus matapalensis,0,0,0,0,0,1,9
Platyrrhinus nigellus,0,0,0,0,0,1,9
Platyrrhinus recifinus,0,0,0,0,0,1,9
Platyrrhinus umbratus,0,0,0,0,0,1,9
Platyrrhinus vittatus,0,0,0,0,0,1,9
Plecotus auritus,0,0,0,0,0,1,9
Plecotus austriacus,0,0,0,0,0,1,9
Plecotus balensis,0,0,0,0,0,1,9
Plecotus christii,0,0,0,0,0,1,9
Plecotus kolombatovici,0,0,0,0,0,1,9
Plecotus macrobullaris,0,0,0,0,0,1,9
Plecotus ognevi,0,0,0,0,0,1,9
Plecotus sacrimontis,0,0,0,0,0,1,9
Plecotus sardus,0,0,0,0,0,1,9
Plecotus taivanus,0,0,0,0,0,1,9
Plecotus teneriffae,0,0,0,0,0,1,9
Plerotes anchietae,0,0,0,0,0,1,9
Podogymnura aureospinula,0,0,0,0,1,0,8
Podogymnura truei,0,0,0,0,1,0,8
Podomys floridanus,0,0,1,0,0,0,4
Podoxymys roraimae,0,0,1,0,0,0,4
Poecilogale albinucha,0,0,0,0,0,1,9
Poelagus marjorita,0,0,1,0,0,0,4
Pogonomelomys brassi,0,0,1,0,0,0,4
Pogonomelomys bruijnii,0,0,1,0,0,0,4
Pogonomelomys mayeri,0,0,1,0,0,0,4
Pogonomys championi,0,0,1,0,0,0,4
Pogonomys fergussoniensis,0,0,1,0,0,0,4
Pogonomys loriae,0,0,1,0,0,0,4
Pogonomys macrourus,0,0,1,0,0,0,4
Pogonomys sylvestris,0,0,1,0,0,0,4
Poiana richardsonii,0,0,0,0,0,1,9
Potamochoerus larvatus,0,0,0,0,0,1,9
Potamochoerus porcus,0,0,0,0,0,1,9
Potamogale velox,0,1,0,0,0,0,2
Potos flavus,0,0,0,0,0,1,9
Praomys daltoni,0,0,1,0,0,0,4
Praomys degraaffi,0,0,1,0,0,0,4
Praomys delectorum,0,0,1,0,0,0,4
Praomys derooi,0,0,1,0,0,0,4
Praomys hartwigi,0,0,1,0,0,0,4
Praomys jacksoni,0,0,1,0,0,0,4
Praomys lukolelae,0,0,1,0,0,0,4
Praomys minor,0,0,1,0,0,0,4
Praomys misonnei,0,0,1,0,0,0,4
Praomys morio,0,0,1,0,0,0,4
Praomys mutoni,0,0,1,0,0,0,4
Praomys obscurus,0,0,1,0,0,0,4
Praomys petteri,0,0,1,0,0,0,4
Praomys rostratus,0,0,1,0,0,0,4
Praomys tullbergi,0,0,1,0,0,0,4
Praomys verschureni,0,0,1,0,0,0,4
Presbytis comata,0,0,0,1,0,0,7
Presbytis femoralis,0,0,0,1,0,0,7
Presbytis frontata,0,0,0,1,0,0,7
Presbytis hosei,0,0,0,1,0,0,7
Presbytis melalophos,0,0,0,1,0,0,7
Presbytis natunae,0,0,0,1,0,0,7
Presbytis rubicunda,0,0,0,1,0,0,7
Presbytis siamensis,0,0,0,1,0,0,7
Presbytis thomasi,0,0,0,1,0,0,7
Prionailurus bengalensis,0,0,0,0,0,1,9
Prionailurus rubiginosus,0,0,0,0,0,1,9
Prionailurus viverrinus,0,0,0,0,0,1,9
Prionodon linsang,0,0,0,0,0,1,9
Prionodon pardicolor,0,0,0,0,0,1,9
Prionomys batesi,0,0,1,0,0,0,4
Procavia capensis,0,1,0,0,0,0,2
Procolobus verus,0,0,0,1,0,0,7
Procyon cancrivorus,0,0,0,0,0,1,9
Proechimys brevicauda,0,0,1,0,0,0,4
Proechimys canicollis,0,0,1,0,0,0,4
Proechimys chrysaeolus,0,0,1,0,0,0,4
Proechimys cuvieri,0,0,1,0,0,0,4
Proechimys decumanus,0,0,1,0,0,0,4
Proechimys echinothrix,0,0,1,0,0,0,4
Proechimys gardneri,0,0,1,0,0,0,4
Proechimys goeldii,0,0,1,0,0,0,4
Proechimys guairae,0,0,1,0,0,0,4
Proechimys guyannensis,0,0,1,0,0,0,4
Proechimys hoplomyoides,0,0,1,0,0,0,4
Proechimys kulinae,0,0,1,0,0,0,4
Proechimys longicaudatus,0,0,1,0,0,0,4
Proechimys mincae,0,0,1,0,0,0,4
Proechimys oconnelli,0,0,1,0,0,0,4
Proechimys pattoni,0,0,1,0,0,0,4
Proechimys quadruplicatus,0,0,1,0,0,0,4
Proechimys roberti,0,0,1,0,0,0,4
Proechimys semispinosus,0,0,1,0,0,0,4
Proechimys simonsi,0,0,1,0,0,0,4
Proechimys steerei,0,0,1,0,0,0,4
Proedromys bedfordi,0,0,1,0,0,0,4
Proedromys liangshanensis,0,0,1,0,0,0,4
Prolemur simus,0,0,0,1,0,0,7
Prometheomys schaposchnikowi,0,0,1,0,0,0,4
Promops centralis,0,0,0,0,0,1,9
Promops nasutus,0,0,0,0,0,1,9
Pronolagus crassicaudatus,0,0,1,0,0,0,4
Pronolagus randensis,0,0,1,0,0,0,4
Pronolagus rupestris,0,0,1,0,0,0,4
Pronolagus saundersiae,0,0,1,0,0,0,4
Propithecus candidus,0,0,0,1,0,0,7
Propithecus coronatus,0,0,0,1,0,0,7
Propithecus deckenii,0,0,0,1,0,0,7
Propithecus diadema,0,0,0,1,0,0,7
Propithecus edwardsi,0,0,0,1,0,0,7
Propithecus verreauxi,0,0,0,1,0,0,7
Prosciurillus abstrusus,0,0,1,0,0,0,4
Prosciurillus leucomus,0,0,1,0,0,0,4
Prosciurillus murinus,0,0,1,0,0,0,4
Prosciurillus rosenbergii,0,0,1,0,0,0,4
Prosciurillus weberi,0,0,1,0,0,0,4
Proteles cristata,0,0,0,0,0,1,9
Protochromys fellowsi,0,0,1,0,0,0,4
Protoxerus aubinnii,0,0,1,0,0,0,4
Protoxerus stangeri,0,0,1,0,0,0,4
Psammomys obesus,0,0,1,0,0,0,4
Psammomys vexillaris,0,0,1,0,0,0,4
Pseudantechinus macdonnellensis,1,0,0,0,0,0,1
Pseudantechinus ningbing,1,0,0,0,0,0,1
Pseudantechinus roryi,1,0,0,0,0,0,1
Pseudantechinus woolleyae,1,0,0,0,0,0,1
Pseudocheirus occidentalis,1,0,0,0,0,0,1
Pseudocheirus peregrinus,1,0,0,0,0,0,1
Pseudochirops albertisii,1,0,0,0,0,0,1
Pseudochirops archeri,1,0,0,0,0,0,1
Pseudochirops corinnae,1,0,0,0,0,0,1
Pseudochirops coronatus,1,0,0,0,0,0,1
Pseudochirops cupreus,1,0,0,0,0,0,1
Pseudochirulus canescens,1,0,0,0,0,0,1
Pseudochirulus caroli,1,0,0,0,0,0,1
Pseudochirulus forbesi,1,0,0,0,0,0,1
Pseudochirulus herbertensis,1,0,0,0,0,0,1
Pseudochirulus larvatus,1,0,0,0,0,0,1
Pseudochirulus mayeri,1,0,0,0,0,0,1
Pseudochirulus schlegeli,1,0,0,0,0,0,1
Pseudohydromys ellermani,0,0,1,0,0,0,4
Pseudohydromys fuscus,0,0,1,0,0,0,4
Pseudohydromys germani,0,0,1,0,0,0,4
Pseudohydromys murinus,0,0,1,0,0,0,4
Pseudohydromys occidentalis,0,0,1,0,0,0,4
Pseudomys albocinereus,0,0,1,0,0,0,4
Pseudomys apodemoides,0,0,1,0,0,0,4
Pseudomys bolami,0,0,1,0,0,0,4
Pseudomys chapmani,0,0,1,0,0,0,4
Pseudomys delicatulus,0,0,1,0,0,0,4
Pseudomys desertor,0,0,1,0,0,0,4
Pseudomys gracilicaudatus,0,0,1,0,0,0,4
Pseudomys hermannsburgensis,0,0,1,0,0,0,4
Pseudomys higginsi,0,0,1,0,0,0,4
Pseudomys johnsoni,0,0,1,0,0,0,4
Pseudomys nanus,0,0,1,0,0,0,4
Pseudomys occidentalis,0,0,1,0,0,0,4
Pseudomys patrius,0,0,1,0,0,0,4
Pseudomys pilligaensis,0,0,1,0,0,0,4
Pseudoryzomys simplex,0,0,1,0,0,0,4
Ptenochirus jagori,0,0,0,0,0,1,9
Ptenochirus minor,0,0,0,0,0,1,9
Pteralopex anceps,0,0,0,0,0,1,9
Pteralopex atrata,0,0,0,0,0,1,9
Pteralopex flanneryi,0,0,0,0,0,1,9
Pteromys momonga,0,0,1,0,0,0,4
Pteromys volans,0,0,1,0,0,0,4
Pteromyscus pulverulentus,0,0,1,0,0,0,4
Pteronotus davyi,0,0,0,0,0,1,9
Pteronotus gymnonotus,0,0,0,0,0,1,9
Pteronotus macleayii,0,0,0,0,0,1,9
Pteronotus paraguanensis,0,0,0,0,0,1,9
Pteronotus parnellii,0,0,0,0,0,1,9
Pteronotus personatus,0,0,0,0,0,1,9
Pteronotus quadridens,0,0,0,0,0,1,9
Pteronura brasiliensis,0,0,0,0,0,1,9
Pteropus admiralitatum,0,0,0,0,0,1,9
Pteropus alecto,0,0,0,0,0,1,9
Pteropus anetianus,0,0,0,0,0,1,9
Pteropus aruensis,0,0,0,0,0,1,9
Pteropus caniceps,0,0,0,0,0,1,9
Pteropus capistratus,0,0,0,0,0,1,9
Pteropus chrysoproctus,0,0,0,0,0,1,9
Pteropus cognatus,0,0,0,0,0,1,9
Pteropus conspicillatus,0,0,0,0,0,1,9
Pteropus faunulus,0,0,0,0,0,1,9
Pteropus fundatus,0,0,0,0,0,1,9
Pteropus giganteus,0,0,0,0,0,1,9
Pteropus gilliardorum,0,0,0,0,0,1,9
Pteropus griseus,0,0,0,0,0,1,9
Pteropus howensis,0,0,0,0,0,1,9
Pteropus hypomelanus,0,0,0,0,0,1,9
Pteropus intermedius,0,0,0,0,0,1,9
Pteropus keyensis,0,0,0,0,0,1,9
Pteropus leucopterus,0,0,0,0,0,1,9
Pteropus lombocensis,0,0,0,0,0,1,9
Pteropus lylei,0,0,0,0,0,1,9
Pteropus macrotis,0,0,0,0,0,1,9
Pteropus mahaganus,0,0,0,0,0,1,9
Pteropus melanopogon,0,0,0,0,0,1,9
Pteropus melanotus,0,0,0,0,0,1,9
Pteropus molossinus,0,0,0,0,0,1,9
Pteropus neohibernicus,0,0,0,0,0,1,9
Pteropus nitendiensis,0,0,0,0,0,1,9
Pteropus ocularis,0,0,0,0,0,1,9
Pteropus ornatus,0,0,0,0,0,1,9
Pteropus personatus,0,0,0,0,0,1,9
Pteropus pohlei,0,0,0,0,0,1,9
Pteropus poliocephalus,0,0,0,0,0,1,9
Pteropus pumilus,0,0,0,0,0,1,9
Pteropus rayneri,0,0,0,0,0,1,9
Pteropus rennelli,0,0,0,0,0,1,9
Pteropus samoensis,0,0,0,0,0,1,9
Pteropus scapulatus,0,0,0,0,0,1,9
Pteropus speciosus,0,0,0,0,0,1,9
Pteropus temminckii,0,0,0,0,0,1,9
Pteropus tonganus,0,0,0,0,0,1,9
Pteropus ualanus,0,0,0,0,0,1,9
Pteropus vampyrus,0,0,0,0,0,1,9
Pteropus vetulus,0,0,0,0,0,1,9
Pteropus voeltzkowi,0,0,0,0,0,1,9
Pteropus woodfordi,0,0,0,0,0,1,9
Ptilocercus lowii,0,0,1,0,0,0,4
Pudu mephistophiles,0,0,0,0,0,1,9
Pudu puda,0,0,0,0,0,1,9
Puma concolor,0,0,0,0,0,1,9
Punomys kofordi,0,0,1,0,0,0,4
Punomys lemminus,0,0,1,0,0,0,4
Pygathrix nemaeus,0,0,0,1,0,0,7
Pygathrix nigripes,0,0,0,1,0,0,7
Pygeretmus platyurus,0,0,1,0,0,0,4
Pygeretmus pumilio,0,0,1,0,0,0,4
Pygeretmus zhitkovi,0,0,1,0,0,0,4
Pygoderma bilabiatum,0,0,0,0,0,1,9
Raphicerus campestris,0,0,0,0,0,1,9
Rattus adustus,0,0,1,0,0,0,4
Rattus andamanensis,0,0,1,0,0,0,4
Rattus annandalei,0,0,1,0,0,0,4
Rattus argentiventer,0,0,1,0,0,0,4
Rattus arrogans,0,0,1,0,0,0,4
Rattus baluensis,0,0,1,0,0,0,4
Rattus blangorum,0,0,1,0,0,0,4
Rattus bontanus,0,0,1,0,0,0,4
Rattus burrus,0,0,1,0,0,0,4
Rattus colletti,0,0,1,0,0,0,4
Rattus elaphinus,0,0,1,0,0,0,4
Rattus enganus,0,0,1,0,0,0,4
Rattus everetti,0,0,1,0,0,0,4
Rattus exulans,0,0,1,0,0,0,4
Rattus feliceus,0,0,1,0,0,0,4
Rattus fuscipes,0,0,1,0,0,0,4
Rattus giluwensis,0,0,1,0,0,0,4
Rattus hainaldi,0,0,1,0,0,0,4
Rattus hoffmanni,0,0,1,0,0,0,4
Rattus hoogerwerfi,0,0,1,0,0,0,4
Rattus jobiensis,0,0,1,0,0,0,4
Rattus koopmani,0,0,1,0,0,0,4
Rattus korinchi,0,0,1,0,0,0,4
Rattus leucopus,0,0,1,0,0,0,4
Rattus losea,0,0,1,0,0,0,4
Rattus lugens,0,0,1,0,0,0,4
Rattus lutreolus,0,0,1,0,0,0,4
Rattus marmosurus,0,0,1,0,0,0,4
Rattus mindorensis,0,0,1,0,0,0,4
Rattus mollicomulus,0,0,1,0,0,0,4
Rattus montanus,0,0,1,0,0,0,4
Rattus mordax,0,0,1,0,0,0,4
Rattus morotaiensis,0,0,1,0,0,0,4
Rattus niobe,0,0,1,0,0,0,4
Rattus nitidus,0,0,1,0,0,0,4
Rattus norvegicus,0,0,1,0,0,0,4
Rattus novaeguineae,0,0,1,0,0,0,4
Rattus omichlodes,0,0,1,0,0,0,4
Rattus osgoodi,0,0,1,0,0,0,4
Rattus palmarum,0,0,1,0,0,0,4
Rattus pelurus,0,0,1,0,0,0,4
Rattus pococki,0,0,1,0,0,0,4
Rattus praetor,0,0,1,0,0,0,4
Rattus pyctoris,0,0,1,0,0,0,4
Rattus ranjiniae,0,0,1,0,0,0,4
Rattus rattus,0,0,1,0,0,0,4
Rattus richardsoni,0,0,1,0,0,0,4
Rattus salocco,0,0,1,0,0,0,4
Rattus satarae,0,0,1,0,0,0,4
Rattus simalurensis,0,0,1,0,0,0,4
Rattus sordidus,0,0,1,0,0,0,4
Rattus steini,0,0,1,0,0,0,4
Rattus stoicus,0,0,1,0,0,0,4
Rattus tanezumi,0,0,1,0,0,0,4
Rattus tawitawiensis,0,0,1,0,0,0,4
Rattus timorensis,0,0,1,0,0,0,4
Rattus tiomanicus,0,0,1,0,0,0,4
Rattus tunneyi,0,0,1,0,0,0,4
Rattus vandeuseni,0,0,1,0,0,0,4
Rattus verecundus,0,0,1,0,0,0,4
Rattus villosissimus,0,0,1,0,0,0,4
Rattus xanthurus,0,0,1,0,0,0,4
Ratufa affinis,0,0,1,0,0,0,4
Ratufa bicolor,0,0,1,0,0,0,4
Ratufa indica,0,0,1,0,0,0,4
Ratufa macroura,0,0,1,0,0,0,4
Redunca fulvorufula,0,0,0,0,0,1,9
Redunca redunca,0,0,0,0,0,1,9
Reithrodon auritus,0,0,1,0,0,0,4
Reithrodon typicus,0,0,1,0,0,0,4
Reithrodontomys bakeri,0,0,1,0,0,0,4
Reithrodontomys brevirostris,0,0,1,0,0,0,4
Reithrodontomys burti,0,0,1,0,0,0,4
Reithrodontomys chrysopsis,0,0,1,0,0,0,4
Reithrodontomys creper,0,0,1,0,0,0,4
Reithrodontomys darienensis,0,0,1,0,0,0,4
Reithrodontomys fulvescens,0,0,1,0,0,0,4
Reithrodontomys gracilis,0,0,1,0,0,0,4
Reithrodontomys hirsutus,0,0,1,0,0,0,4
Reithrodontomys humulis,0,0,1,0,0,0,4
Reithrodontomys megalotis,0,0,1,0,0,0,4
Reithrodontomys mexicanus,0,0,1,0,0,0,4
Reithrodontomys microdon,0,0,1,0,0,0,4
Reithrodontomys montanus,0,0,1,0,0,0,4
Reithrodontomys paradoxus,0,0,1,0,0,0,4
Reithrodontomys raviventris,0,0,1,0,0,0,4
Reithrodontomys rodriguezi,0,0,1,0,0,0,4
Reithrodontomys sumichrasti,0,0,1,0,0,0,4
Reithrodontomys tenuirostris,0,0,1,0,0,0,4
Reithrodontomys zacatecae,0,0,1,0,0,0,4
Rhabdomys pumilio,0,0,1,0,0,0,4
Rhagomys longilingua,0,0,1,0,0,0,4
Rhagomys rufescens,0,0,1,0,0,0,4
Rheithrosciurus macrotis,0,0,1,0,0,0,4
Rheomys mexicanus,0,0,1,0,0,0,4
Rheomys raptor,0,0,1,0,0,0,4
Rheomys thomasi,0,0,1,0,0,0,4
Rheomys underwoodi,0,0,1,0,0,0,4
Rhinolophus acuminatus,0,0,0,0,0,1,9
Rhinolophus adami,0,0,0,0,0,1,9
Rhinolophus affinis,0,0,0,0,0,1,9
Rhinolophus alcyone,0,0,0,0,0,1,9
Rhinolophus arcuatus,0,0,0,0,0,1,9
Rhinolophus beddomei,0,0,0,0,0,1,9
Rhinolophus blasii,0,0,0,0,0,1,9
Rhinolophus bocharicus,0,0,0,0,0,1,9
Rhinolophus borneensis,0,0,0,0,0,1,9
Rhinolophus canuti,0,0,0,0,0,1,9
Rhinolophus capensis,0,0,0,0,0,1,9
Rhinolophus celebensis,0,0,0,0,0,1,9
Rhinolophus clivosus,0,0,0,0,0,1,9
Rhinolophus coelophyllus,0,0,0,0,0,1,9
Rhinolophus cognatus,0,0,0,0,0,1,9
Rhinolophus convexus,0,0,0,0,0,1,9
Rhinolophus creaghi,0,0,0,0,0,1,9
Rhinolophus darlingi,0,0,0,0,0,1,9
Rhinolophus deckenii,0,0,0,0,0,1,9
Rhinolophus denti,0,0,0,0,0,1,9
Rhinolophus eloquens,0,0,0,0,0,1,9
Rhinolophus euryale,0,0,0,0,0,1,9
