binomial,Range,AdultBodyMass_g,Red List status,TrophicLevel,Order
Bettongia lesueur,327.757979034549,1447.27,NT,Omnivore,DIPROTODONTIA
Bettongia penicillata,4058.27273191959,1184.35,CR,Herbivore,DIPROTODONTIA
Bettongia tropica,315.835889087624,1256.58,EN,Omnivore,DIPROTODONTIA
Bibimys chacoensis,27946.8636330707,28,LC,Herbivore,RODENTIA
Bibimys labiosus,361277.465391396,29,LC,Herbivore,RODENTIA
Bibimys torresi,12372.2350646153,28,NT,Herbivore,RODENTIA
Bison bison,140673.06663972,624577.1,NT,Herbivore,CETARTIODACTYLA
Biswamoyopterus biswasi,3760.5974307558,1613.299,CR,Herbivore,RODENTIA
Blanfordimys afghanus,409814.545912376,60.64641072,LC,Herbivore,RODENTIA
Blanfordimys bucharensis,116187.748885845,60.64641072,LC,Herbivore,RODENTIA
Blarina brevicauda,4106919.94985089,18.56,LC,Insectivore,EULIPOTYPHLA
Blarina carolinensis,866209.842038417,11.91,LC,Insectivore,EULIPOTYPHLA
Blarina hylophaga,727831.720166861,14.49,LC,Insectivore,EULIPOTYPHLA
Blarinella griselda,439055.461610483,8,LC,Omnivore,EULIPOTYPHLA
Blarinella quadraticauda,17615.2365660627,12.5,NT,Omnivore,EULIPOTYPHLA
Blarinella wardi,114891.805933868,14.22361675,LC,Omnivore,EULIPOTYPHLA
Blarinomys breviceps,436615.542615736,36.79,LC,Insectivore,RODENTIA
Blastocerus dichotomus,434758.459771969,112518.5,VU,Herbivore,CETARTIODACTYLA
Bos gaurus,1370086.93019976,721000,VU,Herbivore,CETARTIODACTYLA
Bos javanicus,156359.584953372,635974.3,EN,Herbivore,CETARTIODACTYLA
Bos mutus,469488.30631726,650000,VU,Herbivore,CETARTIODACTYLA
Boselaphus tragocamelus,2289610.03846483,182253,LC,Herbivore,CETARTIODACTYLA
Brachiones przewalskii,861748.035233569,27,LC,Omnivore,RODENTIA
Brachylagus idahoensis,480341.783893581,431.19,LC,Herbivore,LAGOMORPHA
Brachyphylla cavernarum,14907.7039970229,45.5,LC,Omnivore,CHIROPTERA
Brachyphylla nana,195038.675407219,37.25,LC,Omnivore,CHIROPTERA
Brachytarsomys albicauda,64739.7993468699,200,LC,Omnivore,RODENTIA
Brachytarsomys villosa,10127.468099105,219.99,VU,Omnivore,RODENTIA
Brachyteles arachnoides,86274.5405965034,10537.31,EN,Herbivore,PRIMATES
Brachyteles hypoxanthus,96658.1964197892,13500,CR,Herbivore,PRIMATES
Brachyuromys betsileoensis,42770.1780368602,93.58,LC,Omnivore,RODENTIA
Brachyuromys ramirohitra,68444.5604281826,92.31,LC,Omnivore,RODENTIA
Bradypus pygmaeus,3.41296323067278,2900,CR,Herbivore,PILOSA
Bradypus torquatus,75451.4509292281,4468.42,VU,Herbivore,PILOSA
Bradypus tridactylus,1042617.96342673,4375.8,LC,Herbivore,PILOSA
Bradypus variegatus,9792570.60869821,4136.36,LC,Herbivore,PILOSA
Brucepattersonius griserufescens,48616.4018007403,43,DD,Omnivore,RODENTIA
Brucepattersonius guarani,1540.06043593708,43,DD,Omnivore,RODENTIA
Brucepattersonius igniventris,13349.7959271814,43,DD,Omnivore,RODENTIA
Brucepattersonius iheringi,178456.400339086,43,LC,Omnivore,RODENTIA
Brucepattersonius misionensis,1517.19495213803,43,DD,Omnivore,RODENTIA
Brucepattersonius paradisus,1223.69700303831,43,DD,Omnivore,RODENTIA
Brucepattersonius soricinus,15506.4011802299,43,DD,Omnivore,RODENTIA
Bubalus arnee,12946.169501821,483500.485,EN,Herbivore,CETARTIODACTYLA
Bubalus depressicornis,101169.816336731,256989.3,EN,Herbivore,CETARTIODACTYLA
Bubalus mindorensis,71.8611631531479,254389.7,CR,Herbivore,CETARTIODACTYLA
Bubalus quarlesi,70025.7556163257,181718.9,EN,Herbivore,CETARTIODACTYLA
Budorcas taxicolor,440421.397238298,294515.3,VU,Herbivore,CETARTIODACTYLA
Bullimus bagobus,118864.049421681,395.38,LC,Omnivore,RODENTIA
Bullimus gamay,45.1128729760723,420.19,VU,Omnivore,RODENTIA
Bullimus luzonicus,38308.973146556,445,LC,Omnivore,RODENTIA
Bunolagus monticularis,78511.5442380469,1750.01,CR,Herbivore,LAGOMORPHA
Bunomys andrewsi,117011.327571489,125,LC,Omnivore,RODENTIA
Bunomys chrysocomus,169337.754275056,111.29,LC,Omnivore,RODENTIA
Bunomys coelestis,133.476761131675,120,CR,Omnivore,RODENTIA
Bunomys fratrorum,7086.72859869541,130.31,VU,Omnivore,RODENTIA
Bunomys penitus,20441.9479846694,170,NT,Omnivore,RODENTIA
Bunomys prolatus,782.224262869859,131,EN,Omnivore,RODENTIA
Burramys parvus,1197.79120446926,44.27,CR,Omnivore,DIPROTODONTIA
Cacajao calvus,182017.375657547,3421.04,VU,Herbivore,PRIMATES
Cacajao hosomi,69745.4484604308,3271.31,VU,Omnivore,PRIMATES
Caenolestes caniventer,19664.0210888214,40,NT,Omnivore,PAUCITUBERCULATA
Caenolestes condorensis,78.682885895177,47.81,VU,NotAssigned,PAUCITUBERCULATA
Caenolestes convelatus,22780.3632752667,31.56,VU,NotAssigned,PAUCITUBERCULATA
Caenolestes fuliginosus,180934.661827396,28.64,LC,Carnivore,PAUCITUBERCULATA
Calcochloris obtusirostris,115455.283625975,24.05,LC,Insectivore,AFROSORICIDA
Calcochloris tytonis,312.206862078951,28.27,DD,Insectivore,AFROSORICIDA
Callicebus barbarabrownae,129709.387098173,1050,CR,Omnivore,PRIMATES
Callicebus coimbrai,38585.3575106214,1050,EN,Omnivore,PRIMATES
Callicebus melanochir,99867.0739429928,1050,VU,Herbivore,PRIMATES
Callicebus nigrifrons,490584.706245186,1050,NT,Herbivore,PRIMATES
Callicebus personatus,142975.120794092,1390.8,VU,Omnivore,PRIMATES
Callimico goeldii,602353.154809844,558,VU,Omnivore,PRIMATES
Callistomys pictus,4897.08133269589,518.99,EN,Herbivore,RODENTIA
Callithrix aurita,159614.292482397,386.2,VU,Omnivore,PRIMATES
Callithrix flaviceps,24732.6303235949,372.97,EN,Omnivore,PRIMATES
Callithrix geoffroyi,124967.929578051,342,LC,Omnivore,PRIMATES
Callithrix jacchus,943369.790313892,290.21,LC,Omnivore,PRIMATES
Callithrix kuhlii,45701.672997158,374.99,NT,Omnivore,PRIMATES
Callithrix penicillata,1309807.48409129,339.98,LC,Omnivore,PRIMATES
Callosciurus adamsi,97681.7783135318,208.72,NT,Omnivore,RODENTIA
Callosciurus albescens,58797.858779236,277.7788875,DD,Omnivore,RODENTIA
Callosciurus baluensis,51137.1250150734,323.91,LC,Omnivore,RODENTIA
Callosciurus caniceps,650673.880207805,264.91,LC,Omnivore,RODENTIA
Callosciurus erythraeus,4042789.11053089,283.23,LC,Omnivore,RODENTIA
Callosciurus finlaysonii,729624.107273979,278,LC,Omnivore,RODENTIA
Callosciurus inornatus,309660.675759192,325,LC,Omnivore,RODENTIA
Callosciurus melanogaster,6004.44892313762,296,VU,Omnivore,RODENTIA
Callosciurus nigrovittatus,708578.846460682,208.3,NT,Herbivore,RODENTIA
Callosciurus notatus,1496326.21749754,209.49,LC,Omnivore,RODENTIA
Callosciurus orestes,50506.5210688691,323.91,LC,Omnivore,RODENTIA
Callosciurus phayrei,153735.307717472,269,LC,Omnivore,RODENTIA
Callosciurus prevostii,1313807.60600712,400,LC,Herbivore,RODENTIA
Callosciurus pygerythrus,587628.2470043,252,LC,Omnivore,RODENTIA
Callosciurus quinquestriatus,40860.9972286188,246.4344257,NT,Omnivore,RODENTIA
Calomys boliviae,129662.074448354,27,LC,Herbivore,RODENTIA
Calomys callidus,55966.0704015611,27,LC,Herbivore,RODENTIA
Calomys callosus,3145753.1655363,44.95,LC,Herbivore,RODENTIA
Calomys expulsus,1360452.91879116,39.86,LC,Herbivore,RODENTIA
Calomys fecundus,54307.2445725822,27.61181818,LC,Herbivore,RODENTIA
Calomys hummelincki,312459.192737586,27,LC,Herbivore,RODENTIA
Calomys laucha,1437875.25147973,14,LC,Herbivore,RODENTIA
Calomys lepidus,584231.180394773,20.59,LC,Herbivore,RODENTIA
Calomys musculinus,2024359.6203408,20.2,LC,Herbivore,RODENTIA
Calomys sorellus,244104.405815447,20,LC,Herbivore,RODENTIA
Calomys tener,1710345.46215686,13.8,LC,Herbivore,RODENTIA
Calomys tocantinsi,132795.308717564,27.61181818,LC,Herbivore,RODENTIA
Calomys venustus,58306.8140966199,49.33,LC,Herbivore,RODENTIA
Calomyscus bailwardi,185798.114988541,21.38,LC,Omnivore,RODENTIA
Calomyscus baluchi,426505.706763687,83.81,LC,Omnivore,RODENTIA
Calomyscus elburzensis,231907.432820655,119.055,LC,Herbivore,RODENTIA
Calomyscus grandis,6000.82140521137,205.995,DD,Omnivore,RODENTIA
Calomyscus hotsoni,141022.255844495,60.5,LC,Omnivore,RODENTIA
Calomyscus mystax,208682.510441403,81.375,LC,Herbivore,RODENTIA
Calomyscus tsolovi,33.5373626152703,111.74,DD,Omnivore,RODENTIA
Calomyscus urartensis,4812.86464458343,147.235,LC,Herbivore,RODENTIA
Caluromys derbianus,792215.255851215,326.72,LC,Omnivore,DIDELPHIMORPHIA
Caluromys lanatus,5110003.40500351,350.33,LC,Herbivore,DIDELPHIMORPHIA
Caluromys philander,3711568.68987544,246.47,LC,Omnivore,DIDELPHIMORPHIA
Caluromysiops irrupta,182315.307200925,257.48,LC,Herbivore,DIDELPHIMORPHIA
Camelus ferus,202139.475313992,268000,CR,Herbivore,CETARTIODACTYLA
Canis adustus,10714383.8490191,10392.49,LC,Omnivore,CARNIVORA
Canis aureus,27053662.772129,9658.7,LC,Omnivore,CARNIVORA
Canis latrans,17098504.2035729,11989.1,LC,Carnivore,CARNIVORA
Canis lupus,51172690.2050336,31756.51,LC,Carnivore,CARNIVORA
Canis mesomelas,6453409.87262755,8247.3,LC,Omnivore,CARNIVORA
Canis simensis,6131.38304685596,14361.86,EN,Carnivore,CARNIVORA
Cannomys badius,1043856.57328188,472.07,LC,Herbivore,RODENTIA
Cansumys canus,161030.771915283,46.25861204,LC,Herbivore,RODENTIA
Capra aegagrus,1403511.34370857,71350.77625,VU,Herbivore,CETARTIODACTYLA
Capra caucasica,11887.331982021,58149.52,EN,Herbivore,CETARTIODACTYLA
Capra cylindricornis,22359.3358598194,50000,NT,Herbivore,CETARTIODACTYLA
Capra falconeri,18585.9383320967,54303.37,NT,Herbivore,CETARTIODACTYLA
Capra ibex,2142.09882131455,69546.83,LC,Herbivore,CETARTIODACTYLA
Capra nubiana,184884.958576157,47763.72,VU,Herbivore,CETARTIODACTYLA
Capra pyrenaica,52244.3816457298,60898.77,LC,Herbivore,CETARTIODACTYLA
Capra sibirica,1562756.11353715,130000,LC,Herbivore,CETARTIODACTYLA
Capra walie,844.923837794699,100144,EN,Herbivore,CETARTIODACTYLA
Capreolus capreolus,6440259.52946593,22502.01,LC,Herbivore,CETARTIODACTYLA
Capreolus pygargus,11998106.1701476,41371.03,LC,Herbivore,CETARTIODACTYLA
Capricornis crispus,139676.39988537,43030.64,LC,Herbivore,CETARTIODACTYLA
Capricornis milneedwardsii,2921514.90349723,112000,NT,Herbivore,CETARTIODACTYLA
Capricornis rubidus,86336.4116143106,135000,NT,Herbivore,CETARTIODACTYLA
Capricornis sumatraensis,135078.305534131,110942.2,VU,Herbivore,CETARTIODACTYLA
Capricornis swinhoei,14411.8942765708,20500,LC,Herbivore,CETARTIODACTYLA
Capricornis thar,491769.142730449,112000,NT,Herbivore,CETARTIODACTYLA
Caprolagus hispidus,114548.273108796,2496.99,EN,Herbivore,LAGOMORPHA
Capromys pilorides,111094.56463434,5200,LC,Omnivore,RODENTIA
Caracal aurata,4042047.60563018,12400,VU,Carnivore,CARNIVORA
Caracal caracal,17204940.1184727,11964.38,LC,Carnivore,CARNIVORA
Cardiocranius paradoxus,1986217.95372345,196.8175859,DD,Herbivore,RODENTIA
Cardioderma cor,2246034.19445668,26.45,LC,Carnivore,CHIROPTERA
Carollia castanea,2501247.1984264,13.1,LC,Herbivore,CHIROPTERA
Carollia manu,31962.7452542187,15.755,LC,Herbivore,CHIROPTERA
Carollia perspicillata,13796363.6501761,19.23,LC,Omnivore,CHIROPTERA
Carollia sowelli,790178.169943653,15.755,LC,Herbivore,CHIROPTERA
Carollia subrufa,212261.468474091,15.84,LC,Herbivore,CHIROPTERA
Carpitalpa arendsi,9827.83389828269,52.34,VU,Insectivore,AFROSORICIDA
Carpomys melanurus,2543.325817403,123,DD,Omnivore,RODENTIA
Carpomys phaeurus,4215.02628971269,123,LC,Omnivore,RODENTIA
Carterodon sulcidens,272978.495493848,113.8,DD,Herbivore,RODENTIA
Caryomys eva,198444.068292106,22.5,LC,Herbivore,RODENTIA
Caryomys inez,435820.53945567,23.5,LC,Omnivore,RODENTIA
Casinycteris argynnis,1707684.63154625,28.28,LC,Herbivore,CHIROPTERA
Castor canadensis,15707995.5539312,18124.41,LC,Herbivore,RODENTIA
Castor fiber,3573387.13271751,19000,LC,Herbivore,RODENTIA
Catagonus wagneri,304458.301718852,35566.4,EN,Herbivore,CETARTIODACTYLA
Cavia aperea,6132281.62251746,524.38,LC,Herbivore,RODENTIA
Cavia fulgida,684399.015741423,282.5,LC,Herbivore,RODENTIA
Cavia intermedia,0.293728902622057,566.7175,CR,Herbivore,RODENTIA
Cavia magna,104006.011263067,459.99,LC,Herbivore,RODENTIA
Cavia tschudii,809999.734050126,1000,LC,Herbivore,RODENTIA
Cebuella pygmaea,1677207.42186525,124,LC,Omnivore,PRIMATES
Cebus albifrons,3694738.9395572,2509.68,LC,Omnivore,PRIMATES
Cebus kaapori,190775.708471535,3000,CR,Omnivore,PRIMATES
Centronycteris centralis,2377744.82316527,23,LC,Insectivore,CHIROPTERA
Centronycteris maximiliani,5647629.78253207,23,LC,Insectivore,CHIROPTERA
Centurio senex,2085164.18655267,23.09,LC,Herbivore,CHIROPTERA
Cephalophus adersi,5017.95911472716,9249.95,VU,Herbivore,CETARTIODACTYLA
Cephalophus callipygus,745835.020891764,19079.23,LC,Omnivore,CETARTIODACTYLA
Cephalophus dorsalis,3569429.30901229,20000,NT,Omnivore,CETARTIODACTYLA
Cephalophus harveyi,349798.996684335,14500.1,LC,Omnivore,CETARTIODACTYLA
Cephalophus jentinki,59693.1003357468,68489.54,EN,Omnivore,CETARTIODACTYLA
Cephalophus leucogaster,1003258.28025858,13208.69,NT,Omnivore,CETARTIODACTYLA
Cephalophus natalensis,897289.182924264,12724.51,LC,Omnivore,CETARTIODACTYLA
Cephalophus niger,761614.567579489,19094.32,LC,Omnivore,CETARTIODACTYLA
Cephalophus nigrifrons,3191995.27028307,14676.33,LC,Omnivore,CETARTIODACTYLA
Cephalophus ogilbyi,437958.932601986,18386.42,LC,Omnivore,CETARTIODACTYLA
Cephalophus rufilatus,2928977.47840118,12114.57,LC,Omnivore,CETARTIODACTYLA
Cephalophus silvicultor,6159623.64753685,62006.6,NT,Omnivore,CETARTIODACTYLA
Cephalophus spadix,6572.388585527,56857.02,EN,Herbivore,CETARTIODACTYLA
Cephalophus weynsi,1484365.37367421,17000,LC,Omnivore,CETARTIODACTYLA
Cephalophus zebra,58893.254838263,15654.75,VU,Omnivore,CETARTIODACTYLA
Ceratotherium simum,1220052.10931979,2285939,NT,Herbivore,PERISSODACTYLA
Cercartetus caudatus,308509.795574076,23.05,LC,Omnivore,DIPROTODONTIA
Cercartetus concinnus,581320.314857962,15.96,LC,Omnivore,DIPROTODONTIA
Cercartetus lepidus,103584.915219903,8.03,LC,Omnivore,DIPROTODONTIA
Cercartetus nanus,386605.427228633,26.85,LC,Omnivore,DIPROTODONTIA
Cercocebus agilis,1052415.08199019,7105.62,LC,Herbivore,PRIMATES
Cercocebus atys,316365.524841424,6941.24,NT,Omnivore,PRIMATES
Cercocebus chrysogaster,230492.490130787,9610,DD,Omnivore,PRIMATES
Cercocebus galeritus,202.268198768142,7077.66,EN,Omnivore,PRIMATES
Cercocebus sanjei,188.105574591197,8000,EN,Herbivore,PRIMATES
Cercocebus torquatus,286821.68937728,7293.07,VU,Omnivore,PRIMATES
Cercopithecus ascanius,2618371.10380396,3540.24,LC,Herbivore,PRIMATES
Cercopithecus campbelli,278658.716297216,3627.73,LC,Herbivore,PRIMATES
Cercopithecus cephus,778929.638297328,3444.88,LC,Omnivore,PRIMATES
Cercopithecus diana,210646.963511324,4358.91,VU,Herbivore,PRIMATES
Cercopithecus dryas,1361.544808615,2784.06,CR,Herbivore,PRIMATES
Cercopithecus erythrogaster,73429.5390623748,3444.88,VU,Herbivore,PRIMATES
Cercopithecus erythrotis,55790.9695886644,3254.98,VU,Herbivore,PRIMATES
Cercopithecus hamlyni,238303.269637798,5490,VU,Herbivore,PRIMATES
Cercopithecus mitis,2317317.64679408,6485.6,LC,Herbivore,PRIMATES
Cercopithecus mona,616478.945122467,3980.17,LC,Herbivore,PRIMATES
Cercopithecus neglectus,2289688.1493089,5324.52,LC,Herbivore,PRIMATES
Cercopithecus nictitans,1337283.92147065,5256.91,LC,Herbivore,PRIMATES
Cercopithecus petaurista,531074.160294501,3233.67,LC,Herbivore,PRIMATES
Cercopithecus sclateri,36090.8768015003,3067.29,VU,Omnivore,PRIMATES
Cerdocyon thous,8433366.80527107,5741.66,LC,Omnivore,CARNIVORA
Cerradomys maracajuensis,963856.967049349,41.31833333,LC,Omnivore,RODENTIA
Cerradomys marinhus,13493.475211004,41.31833333,DD,Omnivore,RODENTIA
Cerradomys scotti,1644216.94732392,37,LC,Omnivore,RODENTIA
Cerradomys subflavus,1461038.81628428,49.955,LC,Omnivore,RODENTIA
Cervus albirostris,747331.83001759,109666.7,VU,NotAssigned,CETARTIODACTYLA
Cervus canadensis,10322896.2906743,240867.1,LC,NotAssigned,CETARTIODACTYLA
Cervus elaphus,3693145.60233818,240867.1,LC,Herbivore,CETARTIODACTYLA
Cervus hanglu,47592.6185372994,240867.1,LC,NotAssigned,CETARTIODACTYLA
Cervus nippon,349732.098071897,52999.99,LC,Herbivore,CETARTIODACTYLA
Chacodelphys formosa,3712.7196697299,22,NT,Omnivore,DIDELPHIMORPHIA
Chaetocauda sichuanensis,1189.3800342279,31.51,DD,Herbivore,RODENTIA
Chaetodipus arenarius,88085.084559051,23,LC,Omnivore,RODENTIA
Chaetodipus artus,89263.0034483765,3.226914385,LC,Herbivore,RODENTIA
Chaetodipus baileyi,283196.002121551,28.44,LC,Omnivore,RODENTIA
Chaetodipus californicus,106977.837846259,23.01,LC,Omnivore,RODENTIA
Chaetodipus eremicus,538896.447512416,4.04825602,LC,Herbivore,RODENTIA
Chaetodipus fallax,46901.8237726408,19.19,LC,Omnivore,RODENTIA
Chaetodipus formosus,322064.930462001,20.02,LC,Omnivore,RODENTIA
Chaetodipus goldmani,58864.4933793289,23,NT,Herbivore,RODENTIA
Chaetodipus hispidus,2300275.39881388,37.24,LC,Omnivore,RODENTIA
Chaetodipus intermedius,510455.582677693,14.94,LC,Omnivore,RODENTIA
Chaetodipus lineatus,11431.9304532605,23,DD,Herbivore,RODENTIA
Chaetodipus nelsoni,564413.409597421,15.53,LC,Herbivore,RODENTIA
Chaetodipus penicillatus,395569.821653944,15.57,LC,Omnivore,RODENTIA
Chaetodipus pernix,99068.668872067,17,LC,Herbivore,RODENTIA
Chaetodipus rudinoris,118025.837695215,4.04825602,LC,Herbivore,RODENTIA
Chaetodipus spinatus,125751.632486552,16.34,LC,Herbivore,RODENTIA
Chaetomys subspinosus,127236.532765233,1299.99,VU,Herbivore,RODENTIA
Chalinolobus dwyeri,540243.075049445,8.74,NT,Insectivore,CHIROPTERA
Chalinolobus gouldii,7369434.57000602,14.24,LC,Insectivore,CHIROPTERA
Chalinolobus morio,2316599.98609065,8.91,LC,Insectivore,CHIROPTERA
Chalinolobus neocaledonicus,16389.2142206608,10.17,EN,Insectivore,CHIROPTERA
Chalinolobus nigrogriseus,1476864.1538128,8.79,LC,Insectivore,CHIROPTERA
Chalinolobus picatus,1154162.95450071,10.17,NT,Insectivore,CHIROPTERA
Chalinolobus tuberculatus,137434.470701932,10.17,VU,Insectivore,CHIROPTERA
Cheirogaleus crossleyi,1307.16618762631,400,DD,Omnivore,PRIMATES
Cheirogaleus major,37463.05873224,446.02,DD,Omnivore,PRIMATES
Cheirogaleus medius,126088.674465093,196.76,LC,Omnivore,PRIMATES
Cheirogaleus minusculus,9.65099778467941,342.156,DD,Omnivore,PRIMATES
Cheirogaleus sibreei,40.5279207244872,342.156,CR,Omnivore,PRIMATES
Cheiromeles parvidens,443817.370624424,169.43,LC,Insectivore,CHIROPTERA
Cheiromeles torquatus,1329665.53913099,169.43,LC,Insectivore,CHIROPTERA
Chelemys macronyx,322022.594051568,70.99,LC,Omnivore,RODENTIA
Chelemys megalonyx,119263.454673224,50.8,NT,Omnivore,RODENTIA
Chibchanomys orcesi,2776.4470672024,49.99,DD,Insectivore,RODENTIA
Chibchanomys trichotis,29806.0131312815,49.99,DD,Insectivore,RODENTIA
Chilomys instans,197768.17403218,19,LC,Omnivore,RODENTIA
Chilonatalus micropus,191794.089542011,3.62,NT,Insectivore,CHIROPTERA
Chilonatalus tumidifrons,6411.78838298037,3.62,NT,Insectivore,CHIROPTERA
Chimarrogale hantu,12589.8011902012,54.99,NT,Insectivore,EULIPOTYPHLA
Chimarrogale himalayica,3308911.3047561,33.5,LC,Insectivore,EULIPOTYPHLA
Chimarrogale phaeura,3372.24225894536,31,EN,Insectivore,EULIPOTYPHLA
Chimarrogale platycephalus,206390.276655924,36.32,LC,Insectivore,EULIPOTYPHLA
Chimarrogale styani,840671.907230676,25.8,LC,Insectivore,EULIPOTYPHLA
Chimarrogale sumatrana,5.53410428317234,30,DD,Insectivore,EULIPOTYPHLA
Chinchilla chinchilla,410196.988646754,499.99,EN,Herbivore,RODENTIA
Chinchilla lanigera,24492.7967208623,480.28,EN,Herbivore,RODENTIA
Chinchillula sahamae,160699.617583193,169.74,LC,Herbivore,RODENTIA
Chionomys gud,78032.8541359272,93.5,LC,Herbivore,RODENTIA
Chionomys nivalis,890859.010162667,42.01,LC,Herbivore,RODENTIA
Chionomys roberti,73076.4919328486,93.5,LC,Herbivore,RODENTIA
Chiroderma doriae,2630137.05586635,19.9,LC,Herbivore,CHIROPTERA
Chiroderma improvisum,1571.08658048792,35.39,EN,Herbivore,CHIROPTERA
Chiroderma salvini,3419518.37769612,26.3,LC,Herbivore,CHIROPTERA
Chiroderma trinitatum,9386551.22987949,13.91,LC,Herbivore,CHIROPTERA
Chiroderma villosum,10414722.6163437,23.81,LC,Herbivore,CHIROPTERA
Chiromyscus chiropus,426711.86466487,77.8,LC,Omnivore,RODENTIA
Chironax melanocephalus,177749.704611634,17.7,LC,Herbivore,CHIROPTERA
Chironectes minimus,6225494.33384886,974.33,LC,Omnivore,DIDELPHIMORPHIA
Chiropodomys calamianensis,14051.8223701088,28.9,DD,Herbivore,RODENTIA
Chiropodomys gliroides,1252843.98356238,23.68,LC,Herbivore,RODENTIA
Chiropodomys karlkoopmani,4489.83953746721,29.1,VU,Herbivore,RODENTIA
Chiropodomys major,153560.214699922,28.9,LC,Herbivore,RODENTIA
Chiropodomys muroides,193515.23896716,28.9,DD,Herbivore,RODENTIA
Chiropodomys pusillus,732493.395355116,28.9,DD,Herbivore,RODENTIA
Chiropotes albinasus,981561.873637663,2793.21,EN,Herbivore,PRIMATES
Chiropotes chiropotes,1363871.05344824,2860,LC,Herbivore,PRIMATES
Chiropotes satanas,273123.320814269,2967.27,CR,Herbivore,PRIMATES
Chiropotes utahickae,352113.702143662,2860,EN,Herbivore,PRIMATES
Chiruromys forbesi,33438.7595140621,105.15,LC,Herbivore,RODENTIA
Chiruromys lamia,34006.0996447848,47.2,LC,Herbivore,RODENTIA
Chiruromys vates,100855.758038124,45.46,LC,Herbivore,RODENTIA
Chlorocebus aethiops,1146190.63392483,3695.99,LC,Herbivore,PRIMATES
Chlorocebus cynosuros,3083225.5088532,4260,LC,Omnivore,PRIMATES
Chlorocebus djamdjamensis,9145.39401904823,4260,VU,Omnivore,PRIMATES
Chlorocebus pygerythrus,4577353.0294855,4000,LC,Omnivore,PRIMATES
Chlorocebus sabaeus,1517134.02550277,5900,LC,Omnivore,PRIMATES
Chlorocebus tantalus,3988610.22651435,4000,LC,Omnivore,PRIMATES
Chlorotalpa duthieae,10913.5316033321,17.195,VU,Insectivore,AFROSORICIDA
Chlorotalpa sclateri,91864.991725276,38.3,LC,Insectivore,AFROSORICIDA
Chodsigoa caovansunga,1304.11760033557,9.712936223,DD,Omnivore,EULIPOTYPHLA
Chodsigoa hypsibia,424311.768288683,8.157340556,LC,Omnivore,EULIPOTYPHLA
Chodsigoa lamula,15923.8254823656,8.157340556,LC,Omnivore,EULIPOTYPHLA
Chodsigoa parca,583107.831338151,8,LC,Omnivore,EULIPOTYPHLA
Chodsigoa parva,70.4582297263833,9.712936223,DD,Omnivore,EULIPOTYPHLA
Chodsigoa salenskii,248.069867556882,5.49,DD,Omnivore,EULIPOTYPHLA
Chodsigoa smithii,48110.6197396748,18.76,NT,Omnivore,EULIPOTYPHLA
Chodsigoa sodalis,6988.61220966852,9.712936223,DD,Omnivore,EULIPOTYPHLA
Choeroniscus godmani,2679326.39224732,7.9,LC,Omnivore,CHIROPTERA
Choeroniscus minor,5047596.79303975,8.63,LC,Omnivore,CHIROPTERA
Choeroniscus periosus,64960.8272869446,8.265,VU,Omnivore,CHIROPTERA
Choeronycteris mexicana,1777869.41802061,17.26,NT,Omnivore,CHIROPTERA
Choeropsis liberiensis,139545.002305839,227500,EN,Herbivore,CETARTIODACTYLA
